paperId,title,year,venue,citationCount,referenceCount,abstract,authors,n_authors
32566e07da8ae95325238eea068ed8c7fe01578a,RecAI: Leveraging Large Language Models for Next-Generation Recommender Systems,2024,The Web Conference,16,6,"This paper introduces RecAI, a practical toolkit designed to augment or even revolutionize recommender systems with the advanced capabilities of Large Language Models (LLMs). RecAI provides a suite of tools, including Recommender AI Agent, Recommendation-oriented Language Models, Knowledge Plugin, RecExplainer, and Evaluator, to facilitate the integration of LLMs into recommender systems from multifaceted perspectives. The new generation of recommender systems, empowered by LLMs, are expected to be more versatile, explainable, conversational, and controllable, paving the way for more intelligent and user-centric recommendation experiences. We hope the open-source of RecAI can help accelerate evolution of new advanced recommender systems. The source code of RecAI is available at https://github.com/microsoft/RecAI.","[{'authorId': '2813328', 'name': 'Jianxun Lian'}, {'authorId': '2226475380', 'name': 'Yuxuan Lei'}, {'authorId': '2236672137', 'name': 'Xu Huang'}, {'authorId': '2237129499', 'name': 'Jing Yao'}, {'authorId': '2267336219', 'name': 'Wei Xu'}, {'authorId': '2261275112', 'name': 'Xing Xie'}]",6
491d4e2f0449f1dfd377a8936f2ccb01a17e6f56,Recommender Systems: An Explainable AI Perspective,2021,International Symposium on INnovations in Intelligent SysTems and Applications,31,0,"In recent years, in the era of information overload development, the need for recommender systems that make personalized suggestion systems has become a very exciting field for researchers. To develop models that generate high-quality recommendations, the explainable recommendation has been introduced, proposing to develop intuitive and trustworthy explanations. The problem that the explainable recommendation wants to solve is to let people understand why certain elements rather than other are recommended by the system. This paper briefly overviews the short history of explainable AI and then it presents its role and applicability in the domain of recommender systems. Our work contributes to understanding the concept of explainable recommendation and what it should accomplish to increase its acceptability and to enable its accurate evaluation.","[{'authorId': '2091486093', 'name': 'Alexandra Vultureanu-Albişi'}, {'authorId': '1740341', 'name': 'C. Bǎdicǎ'}]",2
0cfdd655100055f234fd23ebecd915504b8e00e3,Chat-REC: Towards Interactive and Explainable LLMs-Augmented Recommender System,2023,arXiv.org,342,28,"Large language models (LLMs) have demonstrated their significant potential to be applied for addressing various application tasks. However, traditional recommender systems continue to face great challenges such as poor interactivity and explainability, which actually also hinder their broad deployment in real-world systems. To address these limitations, this paper proposes a novel paradigm called Chat-Rec (ChatGPT Augmented Recommender System) that innovatively augments LLMs for building conversational recommender systems by converting user profiles and historical interactions into prompts. Chat-Rec is demonstrated to be effective in learning user preferences and establishing connections between users and products through in-context learning, which also makes the recommendation process more interactive and explainable. What's more, within the Chat-Rec framework, user's preferences can transfer to different products for cross-domain recommendations, and prompt-based injection of information into LLMs can also handle the cold-start scenarios with new items. In our experiments, Chat-Rec effectively improve the results of top-k recommendations and performs better in zero-shot rating prediction task. Chat-Rec offers a novel approach to improving recommender systems and presents new practical scenarios for the implementation of AIGC (AI generated content) in recommender system studies.","[{'authorId': '1390781327', 'name': 'Yunfan Gao'}, {'authorId': '2169937292', 'name': 'Tao Sheng'}, {'authorId': '2152318443', 'name': 'Youlin Xiang'}, {'authorId': '2212411539', 'name': 'Yun Xiong'}, {'authorId': '2256769434', 'name': 'Haofen Wang'}, {'authorId': '2144138716', 'name': 'Jiawei Zhang'}]",6
c4318ad89e8fe85674c2f6e10fe2d2446b7c7578,User Feedback in Controllable and Explainable Social Recommender Systems: a Linguistic Analysis,2020,IntRS@RecSys,5,60,,"[{'authorId': '40166850', 'name': 'Chun-Hua Tsai'}, {'authorId': '1804693', 'name': 'Peter Brusilovsky'}]",2
413a87342b5a7dfb1ba2877549aad80e338f89da,"AdaReX: Cross-Domain, Adaptive, and Explainable Recommender System",2023,SIGIR-AP,5,43,"Explainability is an inherent issue of recommender systems and has received a lot of attention recently. Generative explainable recommendation, which provides personalized explanations by generating textual rationales, is emerging as an effective solution. Despite promising, current methods face limitations in their reliance on dense training data, which hinders the generalizability of explainable recommender systems. Our work tackles a novel problem of cross-domain explainable recommendation aiming to extend the generalizability of explainable recommender systems. To solve this, we propose a novel approach that models aspects extracted from past reviews, to empower the explainable recommender systems by leveraging knowledge from other domains. Specifically, we propose AdaReX (Adaptive eXplainable Recommendation), to model auxiliary and target domains simultaneously. By performing specific tasks in respective domains and their interconnection via a discriminator model, AdaReX allows the aspect sequences to learn common knowledge across different domains and tasks. Furthermore, through our proposed optimization objective, the learning of aspect sequence is deeply cross-interacted with in-domain users and items’ latent factors, enabling the enhanced sharing of knowledge between domains. Our extensive experiments on real datasets demonstrate that our approach not only generates better explanations and recommendations for sparse users but also improves performance for general users.","[{'authorId': '2268284436', 'name': 'Yi Yu'}, {'authorId': '2268098628', 'name': 'Kazunari Sugiyama'}, {'authorId': '2239340856', 'name': 'Adam Jatowt'}]",3
1aeb8cce292705824987983a20dd29584f722749,Explainable Recommender With Geometric Information Bottleneck,2023,IEEE Transactions on Knowledge and Data Engineering,2,57,"Explainable recommender systems can explain their recommendation decisions, enhancing user trust in the systems. Most explainable recommender systems either rely on human-annotated rationales to train models for explanation generation or leverage the attention mechanism to extract important text spans from reviews as explanations. The extracted rationales are often confined to an individual review and may fail to identify the implicit features beyond the review text. To avoid the expensive human annotation process and to generate explanations beyond individual reviews, we propose to incorporate a geometric prior learnt from user-item interactions into a variational network which infers latent factors from user-item reviews. The latent factors from an individual user-item pair can be used for both recommendation and explanation generation, which naturally inherit the global characteristics encoded in the prior knowledge. Experimental results on three e-commerce datasets show that our model significantly improves the interpretability of a variational recommender using the Wasserstein distance while achieving performance comparable to existing content-based recommender systems in terms of recommendation behaviours.","[{'authorId': '1830443015', 'name': 'Hanqi Yan'}, {'authorId': '145096580', 'name': 'Lin Gui'}, {'authorId': '2381913941', 'name': 'Menghan Wang'}, {'authorId': '2156563711', 'name': 'Kun Zhang'}, {'authorId': '1390509967', 'name': 'Yulan He'}]",5
0f2d11ac3202997b914efafaedb56b564ff9d3a7,Leveraging Large Language Models in Conversational Recommender Systems,2023,arXiv.org,110,118,"A Conversational Recommender System (CRS) offers increased transparency and control to users by enabling them to engage with the system through a real-time multi-turn dialogue. Recently, Large Language Models (LLMs) have exhibited an unprecedented ability to converse naturally and incorporate world knowledge and common-sense reasoning into language understanding, unlocking the potential of this paradigm. However, effectively leveraging LLMs within a CRS introduces new technical challenges, including properly understanding and controlling a complex conversation and retrieving from external sources of information. These issues are exacerbated by a large, evolving item corpus and a lack of conversational data for training. In this paper, we provide a roadmap for building an end-to-end large-scale CRS using LLMs. In particular, we propose new implementations for user preference understanding, flexible dialogue management and explainable recommendations as part of an integrated architecture powered by LLMs. For improved personalization, we describe how an LLM can consume interpretable natural language user profiles and use them to modulate session-level context. To overcome conversational data limitations in the absence of an existing production CRS, we propose techniques for building a controllable LLM-based user simulator to generate synthetic conversations. As a proof of concept we introduce RecLLM, a large-scale CRS for YouTube videos built on LaMDA, and demonstrate its fluency and diverse functionality through some illustrative example conversations.","[{'authorId': '2217253911', 'name': 'Luke Friedman'}, {'authorId': '2416263', 'name': 'Sameer Ahuja'}, {'authorId': '2217251792', 'name': 'David Allen'}, {'authorId': '6840539', 'name': 'Zhenning Tan'}, {'authorId': '39041127', 'name': 'Hakim Sidahmed'}, {'authorId': '2217232763', 'name': 'Changbo Long'}, {'authorId': '2109935759', 'name': 'Jun Xie'}, {'authorId': '2370193442', 'name': 'Gabriel Schubiner'}, {'authorId': '2109171018', 'name': 'Ajay Patel'}, {'authorId': '2196537401', 'name': 'Harsh Lara'}, {'authorId': '2055638940', 'name': 'Brian Chu'}, {'authorId': '2211981539', 'name': 'Zexiang Chen'}, {'authorId': '2074227766', 'name': 'Manoj Tiwari'}]",13
4cc1093e13fb03aa844e9d2e9d8793d9c10f9453,Neural Explainable Collective Non-negative Matrix Factorization for Recommender Systems,2018,International Conference on Web Information Systems and Technologies,2,20,"Explainable recommender systems aim to generate explanations for users according to their predicted scores, the user’s history and their similarity to other users. Recently, researchers have proposed explainable recommender models using topic models and sentiment analysis methods providing explanations based on user’s reviews. However, such methods have neglected improvements in natural language processing, even if these methods are known to improve user satisfaction. In this paper, we propose a neural explainable collective nonnegative matrix factorization (NECoNMF) to predict ratings based on users’ feedback, for example, ratings and reviews. To do so, we use collective non-negative matrix factorization to predict user preferences according to different features and a natural language model to explain the prediction. Empirical experiments were conducted in two datasets, showing the model’s efficiency for predicting ratings and generating explanations. The results present that NECoNMF improves the accuracy for explainable recommendations in comparison with the state-of-art method in 18.3% for NDCG@5, 12.2% for HitRatio@5, 17.1% for NDCG@10, and 12.2% for HitRatio@10 in the Yelp dataset. A similar performance has been observed in the Amazon dataset 7.6% for NDCG@5, 1.3% for HitRatio@5, 7.9% for NDCG@10, and 3.9% for HitRatio@10.","[{'authorId': '145331063', 'name': 'F. Costa'}, {'authorId': '1805892', 'name': 'Peter Dolog'}]",2
afbd4b202dcd599a6906bfc0dd219b5abbf9f0b8,The Dark Side of Explanations: Poisoning Recommender Systems with Counterfactual Examples,2023,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,28,33,"Deep learning-based recommender systems have become an integral part of several online platforms. However, their black-box nature emphasizes the need for explainable artificial intelligence (XAI) approaches to provide human-understandable reasons why a specific item gets recommended to a given user. One such method is counterfactual explanation (CF). While CFs can be highly beneficial for users and system designers, malicious actors may also exploit these explanations to undermine the system's security. In this work, we propose H-CARS, a novel strategy to poison recommender systems via CFs. Specifically, we first train a logical-reasoning-based surrogate model on training data derived from counterfactual explanations. By reversing the learning process of the recommendation model, we thus develop a proficient greedy algorithm to generate fabricated user profiles and their associated interaction records for the aforementioned surrogate model. Our experiments, which employ a well-known CF generation method and are conducted on two distinct datasets, show that H-CARS yields significant and successful attack performance.","[{'authorId': '2157281262', 'name': 'Ziheng Chen'}, {'authorId': '2192306989', 'name': 'Fabrizio Silvestri'}, {'authorId': '2144547216', 'name': 'Jia Wang'}, {'authorId': '1591136873', 'name': 'Yongfeng Zhang'}, {'authorId': '2651748', 'name': 'Gabriele Tolomei'}]",5
56cbac15c07f6a52b0bdd59c1d2f968aaea52395,Recommender systems for sustainability: overview and research issues,2023,Frontiers Big Data,24,133,"Sustainability development goals (SDGs) are regarded as a universal call to action with the overall objectives of planet protection, ending of poverty, and ensuring peace and prosperity for all people. In order to achieve these objectives, different AI technologies play a major role. Specifically, recommender systems can provide support for organizations and individuals to achieve the defined goals. Recommender systems integrate AI technologies such as machine learning, explainable AI (XAI), case-based reasoning, and constraint solving in order to find and explain user-relevant alternatives from a potentially large set of options. In this article, we summarize the state of the art in applying recommender systems to support the achievement of sustainability development goals. In this context, we discuss open issues for future research.","[{'authorId': '2264307908', 'name': 'Alexander Felfernig'}, {'authorId': '2097794289', 'name': 'Manfred Wundara'}, {'authorId': '13278227', 'name': 'Thi Ngoc Trang Tran'}, {'authorId': '2135115901', 'name': 'Seda Polat-Erdeniz'}, {'authorId': '2182737348', 'name': 'Sebastian Lubos'}, {'authorId': '2264438563', 'name': 'Merfat El Mansi'}, {'authorId': '2233477799', 'name': 'Damian Garber'}, {'authorId': '144335284', 'name': 'Viet-Man Le'}]",8
f6e936ee147639b3d694e076896ea6756fcc399e,Interactive Explanation with Varying Level of Details in an Explainable Scientific Literature Recommender System,2023,International journal of human computer interactions,16,86,"Abstract Explainable recommender systems (RS) have traditionally followed a one-size-fits-all approach, delivering the same explanation level of detail to each user, without considering their individual needs and goals. Further, explanations in RS have so far been presented mostly in a static and non-interactive manner. To fill these research gaps, we aim in this paper to adopt a user-centered, interactive explanation model that provides explanations with different levels of detail and empowers users to interact with, control, and personalize the explanations based on their needs and preferences. We followed a user-centered approach to design interactive explanations with three levels of detail (basic, intermediate, and advanced) and implemented them in the transparent Recommendation and Interest Modeling Application (RIMA). We conducted a qualitative user study (N = 14) to investigate the impact of providing interactive explanations with varying level of details on the users’ perception of the explainable RS. Our study showed qualitative evidence that fostering interaction and giving users control in deciding which explanation they would like to see can meet the demands of users with different needs, preferences, and goals, and consequently can have positive effects on different crucial aspects in explainable recommendation, including transparency, trust, satisfaction, and user experience.","[{'authorId': '1729232457', 'name': 'Mouadh Guesmi'}, {'authorId': '1724546', 'name': 'Mohamed Amine Chatti'}, {'authorId': '2114534153', 'name': 'Shoeb Joarder'}, {'authorId': '2167427642', 'name': 'Qurat Ul Ain'}, {'authorId': '2023361368', 'name': 'R. Alatrash'}, {'authorId': '2214581453', 'name': 'Clara Siepmann'}, {'authorId': '2219861226', 'name': 'Tannaz Vahidi'}]",7
b20c87e2925a81f57d9c913423e9e74c14de5341,A Survey on Trustworthy Recommender Systems,2022,Trans. Recomm. Syst.,90,372,"Recommender systems (RS), serving at the forefront of Human-centered AI, are widely deployed in almost every corner of the web and facilitate the human decision-making process. However, despite their enormous capabilities and potential, RS may also lead to undesired effects on users, items, producers, platforms, or even the society at large, such as compromised user trust due to non-transparency, unfair treatment of different consumers, or producers, privacy concerns due to extensive use of user’s private data for personalization, just to name a few. All of these create an urgent need for Trustworthy Recommender Systems (TRS) so as to mitigate or avoid such adverse impacts and risks. In this survey, we will introduce techniques related to trustworthy recommendation, including but not limited to explainable recommendation, fairness in recommendation, privacy-aware recommendation, robustness in recommendation, user-controllable recommendation, as well as the relationship between these different perspectives in terms of trustworthy recommendation. Through this survey, we hope to deliver readers with a comprehensive view of the research area and raise attention to the community about the importance, existing research achievements, and future research directions on trustworthy recommendation.","[{'authorId': '152988336', 'name': 'Yingqiang Ge'}, {'authorId': '50152132', 'name': 'Shuchang Liu'}, {'authorId': '2011378', 'name': 'Zuohui Fu'}, {'authorId': '2110449137', 'name': 'Juntao Tan'}, {'authorId': '2109968285', 'name': 'Zelong Li'}, {'authorId': '2111044480', 'name': 'Shuyuan Xu'}, {'authorId': '48515097', 'name': 'Yunqi Li'}, {'authorId': '2885287', 'name': 'Yikun Xian'}, {'authorId': '2145038716', 'name': 'Yongfeng Zhang'}]",9
41f052ccaa811731f68f0abbef2c8a978a374f83,"Post Processing Recommender Systems with Knowledge Graphs for Recency, Popularity, and Diversity of Explanations",2022,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,42,41,"Existing explainable recommender systems have mainly modeled relationships between recommended and already experienced products, and shaped explanation types accordingly (e.g., movie ""x"" starred by actress ""y"" recommended to a user because that user watched other movies with ""y"" as an actress). However, none of these systems has investigated the extent to which properties of a single explanation (e.g., the recency of interaction with that actress) and of a group of explanations for a recommended list (e.g., the diversity of the explanation types) can influence the perceived explaination quality. In this paper, we conceptualized three novel properties that model the quality of the explanations (linking interaction recency, shared entity popularity, and explanation type diversity) and proposed re-ranking approaches able to optimize for these properties. Experiments on two public data sets showed that our approaches can increase explanation quality according to the proposed properties, fairly across demographic groups, while preserving recommendation utility. The source code and data are available at https://github.com/giacoballoccu/explanation-quality-recsys.","[{'authorId': '2163452228', 'name': 'Giacomo Balloccu'}, {'authorId': '1824224', 'name': 'Ludovico Boratto'}, {'authorId': '40433308', 'name': 'G. Fenu'}, {'authorId': '28922901', 'name': 'Mirko Marras'}]",4
d39b71bd3bcf53e12129323f8521f25ed604efab,A survey on effects of adding explanations to recommender systems,2022,Concurrency and Computation,24,64,"Explainable recommendations become essential when we need to improve the performance of recommendations and to increase user confidence. Explanations are effective when end users can build a complete and correct mental representation of the inferential process of a recommender system. This paper presents our view on the background regarding the implications of explainability applied to recommender systems. Our work contributes to the better understanding of the concept of explainable recommendation and it offers a broader picture of the development of further research in this field. Additionally, we contribute by providing a better understanding of the concept of human‐centered evaluation of explainable recommender systems.","[{'authorId': '2091486093', 'name': 'Alexandra Vultureanu-Albişi'}, {'authorId': '1740341', 'name': 'C. Bǎdicǎ'}]",2
d4bec7afedeb15bd1a3b45e369a86c8eeebbe384,A Multi-Dimensional Conceptualization Framework for Personalized Explanations in Recommender Systems 11-23,2022,IUI Workshops,8,47,,"[{'authorId': '2167427642', 'name': 'Qurat Ul Ain'}, {'authorId': '2163104962', 'name': 'Mohamed Anime Chati'}, {'authorId': '1729232457', 'name': 'Mouadh Guesmi'}, {'authorId': '2114534153', 'name': 'Shoeb Joarder'}]",4
f6e64ef1094c9a6d546ca05b431556521d38b689,Addressing Hiccups in Conversations with Recommender Systems,2022,Conference on Designing Interactive Systems,5,89,"Conversational Agents (CAs) employing voice as their main interaction mode produce natural language utterances with the aim of mimicking human conversations. To unveil hiccups in conversations with recommender systems, we observed users interacting with CAs. Our findings suggest that those occur as users struggle to start the session, as CAs do not appear exploratory, and as CAs remained silent after offering recommendation(s) or after reporting errors. Users enacted mental models derived from years of experience with Graphical User Interfaces, but also expected human-like characteristics such as explanations and proactivity. Anchoring on these, we designed a dialogue model for a multimodal Conversational Recommender System (CRS) mimicking humans and GUIs. We probed the state of hiccups further with a Wizard-of-Oz prototype implementing this dialogue model. Our findings suggest that participants rapidly adopted GUI mimicries, cooperated for error resolution, appreciated explainable recommendations, and provided insights to improve persisting hiccups in proactivity and navigation. Based on these, we provide implications for design to address hiccups in CRS.","[{'authorId': '1678382', 'name': 'Sruthi Viswanathan'}, {'authorId': '1811419139', 'name': 'Fabien Guillot'}, {'authorId': '10741225', 'name': 'Minsuk Chang'}, {'authorId': '2167612', 'name': 'A. Grasso'}, {'authorId': '2822140', 'name': 'J. Renders'}]",5
9ef432c5432c98587af495b819a594f1c4989711,A Novel Explainable and Health-aware Food Recommender System,2022,International Conference on Knowledge Discovery and Information Retrieval,3,21,": Food recommendation systems are increasingly being used by online food services to make recommendations. Health factors are often ignored in most of these systems, despite the fact that unhealthy diets are connected to a wide range of non-communicable diseases. Furthermore, if users do not receive compelling explanations about the recommended healthy foods, they may become hesitant to try them. In this paper, a novel explainable and health-aware food recommender system is developed to address these challenges. For this purpose, user’s preferences and food health factors are taken into account simultaneously and then a rule-based mechanism is employed for ﬁnal healthy and explainable recommendations. Five performance metrics were used to compare our system with different new recommender systems. Using a dataset crawled from ”Allrecipes.com”, the proposed model is shown to perform best.","[{'authorId': '2189179175', 'name': 'Merhrdad Rostami'}, {'authorId': '2189179927', 'name': 'Vahid Farahi'}, {'authorId': '52024680', 'name': 'K. Berahmand'}, {'authorId': '3103483', 'name': 'Saman Forouzandeh'}, {'authorId': '1901767', 'name': 'S. Ahmadian'}, {'authorId': '2051449930', 'name': 'M. Oussalah'}]",6
4da28c66713a5038114911b387b549b7ce9e0090,A Survey on LLM-powered Agents for Recommender Systems,2025,arXiv.org,15,48,"Recommender systems are essential components of many online platforms, yet traditional approaches still struggle with understanding complex user preferences and providing explainable recommendations. The emergence of Large Language Model (LLM)-powered agents offers a promising approach by enabling natural language interactions and interpretable reasoning, potentially transforming research in recommender systems. This survey provides a systematic review of the emerging applications of LLM-powered agents in recommender systems. We identify and analyze three key paradigms in current research: (1) Recommender-oriented approaches, which leverage intelligent agents to enhance the fundamental recommendation mechanisms; (2) Interaction-oriented approaches, which facilitate dynamic user engagement through natural dialogue and interpretable suggestions; and (3) Simulation-oriented approaches, which employ multi-agent frameworks to model complex user-item interactions and system dynamics. Beyond paradigm categorization, we analyze the architectural foundations of LLM-powered recommendation agents, examining their essential components: profile construction, memory management, strategic planning, and action execution. Our investigation extends to a comprehensive analysis of benchmark datasets and evaluation frameworks in this domain. This systematic examination not only illuminates the current state of LLM-powered agent recommender systems but also charts critical challenges and promising research directions in this transformative field.","[{'authorId': '152405445', 'name': 'Qiyao Peng'}, {'authorId': '2108972050', 'name': 'Hongtao Liu'}, {'authorId': '2334596658', 'name': 'Hua Huang'}, {'authorId': '2260805189', 'name': 'Qing Yang'}, {'authorId': '19066746', 'name': 'Minglai Shao'}]",5
960f194d1b129843de4a99c5eea5a535f142fcef,A Survey on Reinforcement Learning for Recommender Systems,2021,IEEE Transactions on Neural Networks and Learning Systems,53,206,"Recommender systems have been widely applied in different real-life scenarios to help us find useful information. In particular, reinforcement learning (RL)-based recommender systems have become an emerging research topic in recent years, owing to the interactive nature and autonomous learning ability. Empirical results show that RL-based recommendation methods often surpass supervised learning methods. Nevertheless, there are various challenges in applying RL in recommender systems. To understand the challenges and relevant solutions, there should be a reference for researchers and practitioners working on RL-based recommender systems. To this end, we first provide a thorough overview, comparisons, and summarization of RL approaches applied in four typical recommendation scenarios, including interactive recommendation, conversational recommendation, sequential recommendation, and explainable recommendation. Furthermore, we systematically analyze the challenges and relevant solutions on the basis of existing literature. Finally, under discussion for open issues of RL and its limitations of recommender systems, we highlight some potential research directions in this field.","[{'authorId': '113310851', 'name': 'Y. Lin'}, {'authorId': '2144385006', 'name': 'Yong Liu'}, {'authorId': '145957468', 'name': 'Fan Lin'}, {'authorId': '2240533680', 'name': 'Lixin Zou'}, {'authorId': '2111194421', 'name': 'Pengcheng Wu'}, {'authorId': '3265605', 'name': 'Wenhua Zeng'}, {'authorId': '2257328854', 'name': 'Huanhuan Chen'}, {'authorId': '1679209', 'name': 'C. Miao'}]",8
e77ca077480349e8f8cb2a12c9e64e724b4001bd,From Intrinsic to Counterfactual: On the Explainability of Contextualized Recommender Systems,2021,arXiv.org,15,51,"With the prevalence of deep learning based embedding approaches, recommender systems have become a proven and indispensable tool in various information filtering applications. However, many of them remain difficult to diagnose what aspects of the deep models' input drive the final ranking decision, thus, they cannot often be understood by human stakeholders. In this paper, we investigate the dilemma between recommendation and explainability, and show that by utilizing the contextual features (e.g., item reviews from users), we can design a series of explainable recommender systems without sacrificing their performance. In particular, we propose three types of explainable recommendation strategies with gradual change of model transparency: whitebox, graybox, and blackbox. Each strategy explains its ranking decisions via different mechanisms: attention weights, adversarial perturbations, and counterfactual perturbations. We apply these explainable models on five real-world data sets under the contextualized setting where users and items have explicit interactions. The empirical results show that our model achieves highly competitive ranking performance, and generates accurate and effective explanations in terms of numerous quantitative metrics and qualitative visualizations.","[{'authorId': '2110362600', 'name': 'Yao Zhou'}, {'authorId': None, 'name': 'Haonan Wang'}, {'authorId': '31108652', 'name': 'Jingrui He'}, {'authorId': '2109590665', 'name': 'Haixun Wang'}]",4
baf0bc1609a866c226e8ec8cbefbf399ca489910,Conversational review-based explanations for recommender systems: Exploring users’ query behavior,2021,International Conference on Conversational User Interfaces,19,69,"Providing explanations based on user reviews in recommender systems (RS) can increase users’ perception of system transparency. While static explanations are dominant, interactive explanatory approaches have emerged in explainable artificial intelligence (XAI), so that users are more likely to examine system decisions and get more arguments supporting system assertions. However, little attention has been paid to conversational approaches for explanations targeting end users. In this paper we explore how to design a conversational interface to provide explanations in a review-based RS, and present the results of a Wizard of Oz (WoOz) study that provided insights into the type of questions users might ask in such a context, as well as their perception of a system simulating such a dialog. Consequently, we propose a dialog management policy and user intents for explainable review-based RS, taking as an example the hotels domain.","[{'authorId': '1573207580', 'name': 'Diana C. Hernandez-Bocanegra'}, {'authorId': '145758499', 'name': 'J. Ziegler'}]",2
3986307b4a015ad4f6eac004d28e3bf4c77480db,AgroXAI: Explainable AI-Driven Crop Recommendation System for Agriculture 4.0,2024,BigData Congress [Services Society],7,29,"Today, crop diversification in agriculture is a critical issue to meet the increasing demand for food and to improve food safety and quality. This issue is considered to be the most important challenge for the next generation of agriculture due to diminishing natural resources, limited arable land and unpredictable climatic conditions caused by climate change. In this paper, we employ emerging technologies such as the Internet of Things (IoT), machine learning (ML) and explainable artificial intelligence (XAI) to improve operational efficiency and productivity in the agricultural sector. Specifically, we propose an edge computing-based explainable crop recommendation system, AgroXAI, which suggests suitable crops for a region based on weather and soil conditions. In this system, we provide local and global explanations of ML model decisions with methods such as ELI5, LIME, SHAP, which we integrate into ML models. More importantly, we provide regional alternative crop recommendations with the Counterfactual explainability method. In this way, we envision that our proposed AgroXAI system will be a platform that provides regional crop diversity in the next generation agriculture.","[{'authorId': '2233329512', 'name': 'Özlem Turgut'}, {'authorId': '35305688', 'name': 'Ibrahim Kok'}, {'authorId': '2056426673', 'name': 'Suat Özdemi̇r'}]",3
596be14ea711f225964cf760d3f7453be433c057,Enhancing Agricultural Decision-Making through an Explainable AI-Based Crop Recommendation System,2024,2024 International Conference on Signal Processing and Advance Research in Computing (SPARC),2,19,"Agriculture is essential for maintaining food security and promoting economic sustainability; however, farmers frequently encounter difficulties in choosing the most appropriate crops for their land due to diverse environmental, soil, and market conditions. This paper proposes an innovative crop recommendation system powered by Explainable Artificial Intelligence (XAI), designed to enhance agricultural decision-making. The system utilizes machine-learning models to analyze diverse data inputs—such as soil properties, weather conditions, and market trends—to recommend optimal crops for specific regions. What sets this approach apart is its explainability: the XAI framework provides transparent insights into how and why certain recommendations are made, enabling farmers to trust and understand the decision-making process. The incorporation of eXplainable AI into crop recommendation systems has transformed agriculture, facilitating data-driven decision-making that leads to improved crop production and more efficient resource management. However, these models’ lack of transparency and interpretability frequently constrains their practical implementation. We explore XAI based approaches, such as LIME and SHAP, to interpret model outputs and highlight key features influencing predictions. Our experiments demonstrate that XAI improves the transparency of ML models and aids in refining model performance through informed feature selection and model adjustments. Our proposed models achieve the highest accuracy $\mathbf{9 9. 3 9 \%}$ using the KNN algorithm and BiLSTM model achieve the $\mathbf{9 5. 9 1 \%}$ accuracy.","[{'authorId': '2310318563', 'name': 'Surendra Kumar'}, {'authorId': '2249066577', 'name': 'Mohit Kumar'}]",2
938a96df8752749057746741fc7f40986d275bf8,Smart Crop Recommendation System Using Machine Learning and Explainable AI,2024,2024 27th International Conference on Computer and Information Technology (ICCIT),0,20,"In many countries of the world, especially in South Asian countries, most of the people's livelihood and food habits are based on agriculture, so it is very important to produce different types of crops profitably and in large quantities. However many farmers are still using primitive methods of cropping and do not understand exactly which crop is best for which land at which time due to climate variability, soil degradation, and environmental instability. The AI-based automated system is a crying need for the farmers for this problem. This study proposes a smart crop recommendation model using Machine Learning (ML) and Explainable AI to help farmers make data-driven decisions on what crops are ideal to grow. This investigation utilizes a standard crop recommendation dataset from Kaggle, which includes key soil characteristics such as nitrogen, phosphorus, potassium, and pH level; and climate parameters including temperature, humidity, and rainfall. The proposed work makes the best use of several machine learning algorithms including Support Vector Machine, Decision Tree, Random Forest, Gaussian Naive Bayes, and a boosting ensemble classifier called Adaptive Boosting (AdaBoost). Among these models, AdaBoost reveals the best performance of 99.35% with a Decision Tree oriented base learner ID3. In addition, the SHapley Additive exPlanations (SHAP) and Local Interpretable Model-agnostic Explanations (LIME) from explainable AI are used to detect the responsible soil and climate features for the classification of the AdaBoost ensemble model.","[{'authorId': '2366236444', 'name': 'Syed Imran Ertaza'}, {'authorId': '2366236300', 'name': 'SK Alamgir Hossain'}]",2
7a5f710d7ace5aaa60fd92dceab13875a0f83d81,Mooc Course Recommendation System Model with Explainable AI (XAI) Using Content Based Filtering Method,2024,"2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,6,"Massive Open Online Course (MOOC) is a type of online course that has been designed and can be accessed by all individuals via the internet. The problem that is often found in MOOCs is the lack of a recommendation system provided by the algorithm of the MOOC. This research is conducted to analyze a recommendation system that applies the Content Based Filtering approach in order to solve the problems that occur. The recommendation system analyzed will function as a media that provides recommendations to users based on their preferences. By utilizing content-based methods, the recommendations given are expected to be exactly what the user wants. The level of explainability of the recommendation system is further emphasized by XAI using ELI5. By getting a concise explanation when a recommendation is given, the system will gain more trust from users for providing an appropriate recommendation. The assessment of the accuracy of the recommendation system model is measured using MAE. By researching this recommendation system using XAI, it is hoped that it can help future systems to improve the quality of the course recommendation system.","[{'authorId': '116143268', 'name': 'Mugi Praseptiawan'}, {'authorId': '2335126297', 'name': 'M. F. D. Muchtarom'}, {'authorId': '2335584303', 'name': 'Nabila Muthia Putri'}, {'authorId': '3161326', 'name': 'A. N. C. Pee'}, {'authorId': '2241629440', 'name': 'Mohd Hafiz Zakaria'}, {'authorId': '32471431', 'name': 'M. C. Untoro'}]",6
15fb60600202fe4a9baf1f6f6dfbdee373e30fe6,Towards Automated Human-Centered Recommendation of Explainable AI Solutions,2024,MAI-XAI@ECAI,0,0,,"[{'authorId': '2329741857', 'name': 'Nils Ole Breuer'}]",1
